cost,cumulative probability
30942.669347701005,1e-05
31376.203125162552,1e-05
31809.736902624096,5e-05
32243.27068008564,8e-05
32676.804457547187,0.00014000000000000001
33110.338235008734,0.00024000000000000003
33543.87201247028,0.00030000000000000003
33977.40578993182,0.00045
34410.93956739337,0.0007
34844.473344854916,0.0011
35278.007122316456,0.0016099999999999999
35711.540899778,0.00226
36145.07467723955,0.00317
36578.6084547011,0.00436
37012.142232162645,0.00592
37445.676009624185,0.0078
37879.20978708573,0.01023
38312.74356454728,0.013309999999999999
38746.27734200883,0.01697
39179.81111947037,0.02138
39613.344896931914,0.02692
40046.87867439346,0.03357
40480.41245185501,0.0413
40913.94622931655,0.04972
41347.480006778096,0.05878
41781.01378423964,0.06925
42214.54756170119,0.08092
42648.08133916273,0.09329000000000001
43081.61511662428,0.10756000000000002
43515.148894085825,0.12187000000000002
43948.68267154737,0.13764
44382.21644900891,0.15379
44815.75022647046,0.17045000000000002
45249.28400393201,0.18878
45682.817781393554,0.20699
46116.351558855094,0.22535
46549.88533631664,0.24391
46983.41911377819,0.2638
47416.952891239736,0.28442999999999996
47850.486668701276,0.30415
48284.020446162824,0.32472999999999996
48717.55422362437,0.34495999999999993
49151.08800108592,0.3656499999999999
49584.621778547466,0.38670999999999994
50018.155556009006,0.4081699999999999
50451.68933347055,0.4282599999999999
50885.2231109321,0.44864999999999994
51318.75688839364,0.46951999999999994
51752.29066585519,0.49043999999999993
52185.824443316735,0.5103199999999999
52619.35822077828,0.5303499999999999
53052.89199823983,0.5510499999999999
53486.42577570137,0.5721999999999999
53919.95955316292,0.59268
54353.493330624464,0.61332
54787.027108086004,0.63442
55220.56088554755,0.65525
55654.0946630091,0.67609
56087.628440470646,0.69683
56521.16221793219,0.71688
56954.69599539373,0.73807
57388.22977285528,0.75748
57821.76355031683,0.7764500000000001
58255.29732777837,0.7950300000000001
58688.831105239915,0.8129100000000001
59122.36488270146,0.8309100000000001
59555.89866016301,0.8471800000000002
59989.43243762456,0.8636000000000001
60422.966215086104,0.8790700000000001
60856.499992547644,0.8941200000000001
61290.03377000919,0.9075600000000001
61723.56754747074,0.9197200000000001
62157.10132493228,0.9308700000000001
62590.635102393826,0.9412200000000001
63024.16887985537,0.9504900000000001
63457.70265731692,0.9587100000000001
63891.23643477846,0.96586
64324.77021224001,0.97214
64758.303989701555,0.97762
65191.8377671631,0.98248
65625.37154462465,0.9864
66058.90532208618,0.98931
66492.43909954774,0.9919
66925.97287700928,0.99421
67359.50665447082,0.9957900000000001
67793.04043193237,0.9968
68226.57420939392,0.99763
68660.10798685547,0.99833
69093.64176431701,0.99878
69527.17554177856,0.99924
69960.7093192401,0.9994500000000001
70394.24309670166,0.99965
70827.77687416319,0.99973
71261.31065162474,0.9998400000000001
71694.84442908628,0.9999300000000001
72128.37820654783,0.9999500000000001
72561.91198400938,0.9999500000000001
72995.44576147092,0.9999600000000001
73428.97953893247,0.99999
73862.513316394,1.0
