cost,probability density
25319.318451365172,5.0622381191055396e-08
25516.859534275885,5.0622381191055396e-08
25714.4006171866,2.0248952476422158e-07
25911.94170009731,3.5435666833738777e-07
26109.482783008025,4.556014307194985e-07
26307.023865918738,1.0630700050121437e-06
26504.564948829455,7.087133366747755e-07
26702.106031740168,1.6705385793048281e-06
26899.64711465088,2.581741440743825e-06
27097.188197561594,3.18921001503649e-06
27294.729280472307,3.4929443021828224e-06
27492.27036338302,5.669706693398204e-06
27689.811446293734,6.1253081241177036e-06
27887.352529204447,8.25144813414203e-06
28084.893612115164,9.871364332255619e-06
28282.434695025877,1.3212441490865459e-05
28479.97577793659,1.4933602451361341e-05
28677.516860847303,1.9793351045702657e-05
28875.057943758016,2.2375092486446485e-05
29072.59902666873,2.657675012530408e-05
29270.140109579443,2.6526127744113027e-05
29467.681192490156,3.361326111086078e-05
29665.22227540087,3.832114256162893e-05
29862.763358311582,4.1409107814283315e-05
30060.304441222295,4.429458354217347e-05
30257.84552413301,4.763566070078225e-05
30455.386607043725,4.9609933567234286e-05
30652.92768995444,5.1837318339640725e-05
30850.46877286515,5.477341644872194e-05
31048.009855775865,5.527964026063249e-05
31245.550938686578,5.715266836470154e-05
31443.09202159729,6.57078507859899e-05
31640.633104508004,5.988627694901854e-05
31838.17418741872,6.039250076092797e-05
32035.715270329434,6.388544506311191e-05
32233.256353240147,6.322735410762819e-05
32430.79743615086,6.429042411264035e-05
32628.338519061574,6.641656412266467e-05
32825.87960197229,6.65178088850468e-05
33023.420684883,6.641656412266467e-05
33220.96176779371,6.540411649884357e-05
33418.502850704426,6.985888604365645e-05
33616.04393361514,6.889706080102639e-05
33813.58501652585,6.84414593703069e-05
34011.126099436566,6.859332651388006e-05
34208.66718234728,6.99095084248475e-05
34406.20826525799,7.1276312717006e-05
34603.749348168705,7.08207112862865e-05
34801.29043107942,7.137755747938811e-05
34998.83151399013,7.537672559348148e-05
35196.372596900845,7.400992130132298e-05
35393.913679811565,7.198502605367812e-05
35591.45476272228,7.537672559348148e-05
35788.99584563299,7.816095655898953e-05
35986.536928543705,7.74016208411237e-05
36184.07801145442,7.902153703923748e-05
36381.61909436513,8.048958609377808e-05
36579.160177275844,8.094518752449759e-05
36776.70126018656,8.236261419784713e-05
36974.24234309727,8.393190801476985e-05
37171.78342600798,8.378004087119669e-05
37369.3245089187,8.256510372261134e-05
37566.86559182941,8.539995706931044e-05
37764.40667474012,8.808294327243638e-05
37961.947757650836,8.833605517839166e-05
38159.48884056155,9.086717423794444e-05
38357.02992347226,9.279082472320112e-05
38554.57100638298,8.889290137149328e-05
38752.112089293696,9.491696473322886e-05
38949.65317220441,9.673937045610685e-05
39147.19425511512,9.80555523670743e-05
39344.735338025836,9.673937045610685e-05
39542.27642093655,9.658750331253369e-05
39739.81750384726,9.481571997084675e-05
39937.358586757975,9.405638425298091e-05
40134.89966966869,9.653688093134264e-05
40332.4407525794,9.365140520345249e-05
40529.981835490114,8.808294327243638e-05
40727.52291840083,8.72729851733795e-05
40925.06400131154,8.231199181665607e-05
41122.605084222254,7.628792845492047e-05
41320.14616713297,7.51236136875262e-05
41517.68725004368,6.722652222172156e-05
41715.22833295439,5.750702503303893e-05
41912.76941586511,5.365972406251871e-05
42110.31049877582,4.576263259671408e-05
42307.85158168653,3.6903715888279384e-05
42505.392664597246,3.1487121100836456e-05
42702.93374750796,2.5665547263865087e-05
42900.47483041867,2.1362644862625375e-05
43098.015913329386,1.528795911969873e-05
43295.5569962401,1.1035679099650075e-05
43493.09807915081,8.504560040097307e-06
43690.63916206153,5.922818599353263e-06
43888.180244972245,3.84730097052021e-06
44085.72132788296,1.923650485260105e-06
44283.26241079367,1.265559529776385e-06
44480.803493704385,9.11202861438997e-07
44678.3445766151,5.568461931016094e-07
44875.88565952581,5.0622381191055396e-08
